 Calculations that do not match the inspection results.
 _______________________________________________________________________________
  # cycles to | as previous, | failure # cycles/ | as previous, |detected cracks
    failure   | period after | applied # cycles  | period after |in subsequent
              |  last insp.  |                   |  last insp.  |inspections
    8.739E+07    1.845E+07         9.408E-01         7.705E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.962E+07    6.832E+05         7.496E-01         2.854E-02   0    1
    8.512E+07    1.618E+07         9.165E-01         6.759E-01   2    0
    8.400E+07    1.506E+07         9.044E-01         6.290E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.804E+07    1.910E+07         9.479E-01         7.979E-01   1    0
    8.770E+07    1.876E+07         9.443E-01         7.838E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.956E+07    1.062E+07         8.566E-01         4.436E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.537E+07    1.643E+07         9.191E-01         6.862E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.726E+07    8.323E+06         8.319E-01         3.477E-01   2    1
    9.106E+07    2.212E+07         9.804E-01         9.238E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.546E+07    6.524E+06         8.125E-01         2.725E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    5.230E+07   -1.664E+07         5.631E-01        -6.949E-01   1    1
    8.662E+07    1.768E+07         9.326E-01         7.384E-01   1    0
    7.413E+07    5.189E+06         7.981E-01         2.167E-01   0    1
    8.711E+07    1.817E+07         9.379E-01         7.591E-01   1    0
    5.873E+07   -1.021E+07         6.323E-01        -4.267E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.747E+07    8.526E+06         8.340E-01         3.561E-01   4    3
    6.971E+07    7.698E+05         7.505E-01         3.215E-02   1    0
    8.824E+07    1.930E+07         9.500E-01         8.060E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.452E+07    5.582E+06         8.024E-01         2.332E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    7.972E+07    1.078E+07         8.583E-01         4.503E-01   3    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.233E+07    1.339E+07         8.864E-01         5.592E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    6.891E+07   -3.239E+04         7.419E-01        -1.353E-03   0    0
    7.602E+07    7.083E+06         8.185E-01         2.959E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.536E+07    1.642E+07         9.191E-01         6.860E-01   3    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.555E+07    1.661E+07         9.211E-01         6.939E-01   0    1
    7.433E+07    5.388E+06         8.003E-01         2.251E-01   2    1
    7.748E+07    8.537E+06         8.342E-01         3.566E-01   1    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    9.176E+07    2.282E+07         9.879E-01         9.531E-01   1    0
    7.131E+07    2.372E+06         7.678E-01         9.909E-02   1    0
    7.138E+07    2.439E+06         7.685E-01         1.019E-01   3    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.600E+07    7.058E+06         8.182E-01         2.948E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    8.300E+07    1.406E+07         8.936E-01         5.871E-01   0    1
    8.176E+07    1.282E+07         8.803E-01         5.356E-01   0    1
    2.545E+07   -4.349E+07         2.740E-01        -1.817E+00   4    3
    8.391E+07    1.497E+07         9.034E-01         6.252E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    6.731E+07   -1.629E+06         7.247E-01        -6.806E-02   1    0
    7.941E+07    1.047E+07         8.550E-01         4.373E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.041E+07    1.147E+07         8.657E-01         4.791E-01   0    1
    8.533E+07    1.639E+07         9.187E-01         6.846E-01   0    1
    8.047E+07    1.153E+07         8.664E-01         4.816E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.970E+07    7.544E+05         7.504E-01         3.151E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.735E+07    1.841E+07         9.405E-01         7.690E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.123E+07    2.229E+07         9.822E-01         9.309E-01   1    0
    8.533E+07    1.639E+07         9.187E-01         6.847E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.194E+07    1.300E+07         8.822E-01         5.430E-01   1    0
    7.253E+07    3.594E+06         7.809E-01         1.501E-01   0    1
    9.052E+07    2.158E+07         9.746E-01         9.015E-01   0    1
    8.101E+07    1.207E+07         8.722E-01         5.041E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.895E+07    1.001E+07         8.500E-01         4.181E-01   0    1
    8.442E+07    1.547E+07         9.089E-01         6.464E-01   0    1
    7.817E+07    9.226E+06         8.416E-01         3.854E-01   1    1
    7.362E+07    4.675E+06         7.926E-01         1.953E-01   1    0
    7.884E+07    9.895E+06         8.488E-01         4.133E-01   2    3
    4.992E+07   -1.902E+07         5.374E-01        -7.946E-01   0    1
    7.751E+07    8.573E+06         8.346E-01         3.581E-01   0    3
    8.022E+07    1.127E+07         8.636E-01         4.710E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    2.307E+07   -4.587E+07         2.484E-01        -1.916E+00   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    8.270E+07    1.376E+07         8.904E-01         5.749E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.850E+07    9.561E+06         8.452E-01         3.994E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.625E+07    7.313E+06         8.210E-01         3.055E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.439E+07    5.448E+06         8.009E-01         2.276E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.626E+07    1.732E+07         9.287E-01         7.234E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.254E+07    1.360E+07         8.887E-01         5.681E-01   1    1
    8.316E+07    1.422E+07         8.953E-01         5.938E-01   1    0
    8.942E+07    2.048E+07         9.627E-01         8.554E-01   0    1
    8.837E+07    1.943E+07         9.515E-01         8.117E-01   0    1
    8.035E+07    1.140E+07         8.650E-01         4.764E-01   0    1
    7.872E+07    9.779E+06         8.475E-01         4.085E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    7.903E+07    1.009E+07         8.509E-01         4.215E-01   1    0
    7.617E+07    7.229E+06         8.201E-01         3.019E-01   1    0
    6.756E+07   -1.385E+06         7.273E-01        -5.783E-02   1    0
    7.833E+07    9.390E+06         8.434E-01         3.922E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.702E+07   -1.192E+07         6.139E-01        -4.980E-01   1    0
    7.589E+07    6.944E+06         8.170E-01         2.901E-01   2    0
    8.082E+07    1.188E+07         8.702E-01         4.964E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.059E+07    1.165E+07         8.676E-01         4.865E-01   2    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.919E+07    2.025E+07         9.603E-01         8.459E-01   1    1
    8.795E+07    1.901E+07         9.469E-01         7.941E-01   1    0
    7.652E+07    7.583E+06         8.239E-01         3.167E-01   4    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.984E+07    1.090E+07         8.596E-01         4.554E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.859E+07    9.651E+06         8.462E-01         4.031E-01   1    0
    8.673E+07    1.779E+07         9.338E-01         7.431E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.705E+07    8.108E+06         8.295E-01         3.387E-01   1    0
    8.773E+07    1.879E+07         9.445E-01         7.848E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    7.136E+07    2.417E+06         7.683E-01         1.010E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.101E+07    2.207E+07         9.799E-01         9.219E-01   0    2
    7.972E+07    1.078E+07         8.583E-01         4.504E-01   0    1
    8.962E+07    2.068E+07         9.649E-01         8.638E-01   0    1
    9.144E+07    2.250E+07         9.845E-01         9.400E-01   1    0
    7.876E+07    9.822E+06         8.480E-01         4.103E-01   1    0
    5.795E+07   -1.099E+07         6.240E-01        -4.590E-01   0    1
    7.696E+07    8.019E+06         8.286E-01         3.350E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.366E+07    1.472E+07         9.008E-01         6.150E-01   1    0
    9.259E+07    2.365E+07         9.969E-01         9.880E-01   0    1
    3.899E+07   -2.995E+07         4.198E-01        -1.251E+00   1    1
    7.586E+07    6.922E+06         8.168E-01         2.892E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.626E+07    7.319E+06         8.211E-01         3.057E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.592E+07    1.698E+07         9.251E-01         7.093E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.591E+07    1.697E+07         9.249E-01         7.087E-01   0    1
    4.711E+07   -2.183E+07         5.072E-01        -9.119E-01   1    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.577E+07   -3.173E+06         7.081E-01        -1.325E-01   0    0
    8.075E+07    1.181E+07         8.694E-01         4.933E-01   0    2
    8.874E+07    1.980E+07         9.555E-01         8.272E-01   1    0
    7.480E+07    5.860E+06         8.053E-01         2.448E-01   3    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.200E+07    1.306E+07         8.829E-01         5.456E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.467E+07    5.730E+06         8.039E-01         2.393E-01   2    0
    9.106E+07    2.212E+07         9.804E-01         9.239E-01   0    1
    7.179E+07    2.848E+06         7.729E-01         1.189E-01   1    0
